"Subject"|"Activity"|"Time_Body_Acceleration_mean_X"|"Time_Body_Acceleration_mean_Y"|"Time_Body_Acceleration_mean_Z"|"Time_Body_Acceleration_std_X"|"Time_Body_Acceleration_std_Y"|"Time_Body_Acceleration_std_Z"|"Time_Gravity_Acceleration_mean_X"|"Time_Gravity_Acceleration_mean_Y"|"Time_Gravity_Acceleration_mean_Z"|"Time_Gravity_Acceleration_std_X"|"Time_Gravity_Acceleration_std_Y"|"Time_Gravity_Acceleration_std_Z"|"Time_Body_Acceleration_Jerk_mean_X"|"Time_Body_Acceleration_Jerk_mean_Y"|"Time_Body_Acceleration_Jerk_mean_Z"|"Time_Body_Acceleration_Jerk_std_X"|"Time_Body_Acceleration_Jerk_std_Y"|"Time_Body_Acceleration_Jerk_std_Z"|"Time_Body_Gyro_mean_X"|"Time_Body_Gyro_mean_Y"|"Time_Body_Gyro_mean_Z"|"Time_Body_Gyro_std_X"|"Time_Body_Gyro_std_Y"|"Time_Body_Gyro_std_Z"|"Time_Body_Gyro_Jerk_mean_X"|"Time_Body_Gyro_Jerk_mean_Y"|"Time_Body_Gyro_Jerk_mean_Z"|"Time_Body_Gyro_Jerk_std_X"|"Time_Body_Gyro_Jerk_std_Y"|"Time_Body_Gyro_Jerk_std_Z"|"Freq_Body_Acceleration_mean_X"|"Freq_Body_Acceleration_mean_Y"|"Freq_Body_Acceleration_mean_Z"|"Freq_Body_Acceleration_std_X"|"Freq_Body_Acceleration_std_Y"|"Freq_Body_Acceleration_std_Z"|"Freq_Body_Acceleration_Jerk_mean_X"|"Freq_Body_Acceleration_Jerk_mean_Y"|"Freq_Body_Acceleration_Jerk_mean_Z"|"Freq_Body_Acceleration_Jerk_std_X"|"Freq_Body_Acceleration_Jerk_std_Y"|"Freq_Body_Acceleration_Jerk_std_Z"|"Freq_Body_Gyro_mean_X"|"Freq_Body_Gyro_mean_Y"|"Freq_Body_Gyro_mean_Z"|"Freq_Body_Gyro_std_X"|"Freq_Body_Gyro_std_Y"|"Freq_Body_Gyro_std_Z"
14|"STANDING"|0.21802432|-0.056350462|-0.20394642|-0.99855757|-0.99594355|-0.98707838|0.774512|-0.27334013|-0.48145744|-0.99907742|-0.99726172|-0.99570686|-0.0038017738|-0.1334209|-0.21112446|-0.9979414|-0.99318478|-0.99540436|-0.039292741|-0.12559657|-0.13053572|-0.99645294|-0.99631948|-0.99590563|-0.16519088|-0.12162039|-0.15631642|-0.99857911|-0.99840929|-0.99838597|-0.99813684|-0.99348482|-0.98862184|-0.99875812|-0.99667166|-0.98785007|-0.99799473|-0.99328878|-0.99479801|-0.99814762|-0.99469882|-0.99444708|-0.99660778|-0.99653344|-0.99629458|-0.99636446|-0.99636024|-0.99681016
15|"STANDING"|0.25801452|-0.043080676|-0.15301559|-0.99873903|-0.98938933|-0.99662905|0.94161022|-0.24159919|-0.017808767|-0.99958574|-0.99750111|-0.99832948|0.043141443|-0.18158058|-0.26799693|-0.99714434|-0.99350467|-0.99629594|-0.17500582|-0.12853913|-0.15131144|-0.99540567|-0.99796693|-0.99628541|-0.15995002|-0.15678514|-0.11745277|-0.99481187|-0.9983406|-0.99864636|-0.99755892|-0.98976448|-0.99666575|-0.99957622|-0.98873336|-0.99596612|-0.99691964|-0.99319259|-0.99544225|-0.99770059|-0.9944078|-0.9967061|-0.99353126|-0.9978842|-0.99570896|-0.99598986|-0.99808508|-0.99710309
16|"STANDING"|0.26212848|-0.079723642|-0.15581479|-0.9995787|-0.99694592|-0.99595171|0.80945367|-0.26902636|-0.35967783|-1|-0.9995591|-0.99985347|-0.015500735|-0.056502871|-0.22532358|-0.99902546|-0.99459515|-0.99806577|-0.077593268|-0.11578282|-0.015417873|-0.99675533|-0.99796279|-0.99926069|-0.1963482|-0.093084758|-0.082012332|-0.99734374|-0.99804973|-0.99852311|-0.99967316|-0.99676989|-0.99557783|-0.99949724|-0.99771919|-0.99733551|-0.99910489|-0.99516669|-0.99638353|-0.99903945|-0.99513938|-0.99856779|-0.99527333|-0.99771519|-0.99850174|-0.99743053|-0.99812991|-0.99974029
17|"STANDING"|0.24252096|-0.044021877|-0.1614166|-0.99904753|-0.99423442|-0.99739619|0.85624934|-0.3666362|-0.37008154|-0.99936112|-0.99894959|-0.99786645|-0.02791243|-0.24354697|-0.25758549|-0.99881662|-0.99656166|-0.9974228|-0.071192246|-0.15070225|-0.02627089|-0.99755379|-0.99818711|-0.99804182|-0.140543|-0.078532459|-0.084296755|-0.99819369|-0.99901018|-0.99938127|-0.99897984|-0.9948368|-0.99673364|-0.99904596|-0.99458027|-0.9971996|-0.99915049|-0.99683044|-0.99701525|-0.99905514|-0.99651232|-0.9974275|-0.99640073|-0.9977657|-0.99798014|-0.99792496|-0.99845691|-0.99866015
18|"STANDING"|0.26894842|-0.036996104|-0.13872107|-0.99949307|-0.99035892|-0.99500718|0.9078195|-0.25099309|-0.23575706|-0.99972697|-0.99886135|-0.9994146|0.044969427|-0.050043214|-0.07846419|-0.9986106|-0.99074779|-0.99852837|-0.08401761|-0.12816567|-0.033263157|-0.99610873|-0.99860346|-0.99609486|-0.15193516|-0.059664296|-0.08393505|-0.99535933|-0.9989559|-0.99623085|-0.99950299|-0.98892966|-0.99441253|-0.99946632|-0.99233481|-0.99493393|-0.99914634|-0.99064222|-0.99710935|-0.99819868|-0.99207393|-0.99868548|-0.99423542|-0.9984293|-0.99566594|-0.99672215|-0.99876979|-0.99684957
19|"STANDING"|0.24970359|-0.062951358|-0.26719667|-0.99894321|-0.9966675|-0.99509436|0.92340963|-0.29832338|0.084568631|-0.99953711|-0.99794583|-0.99655034|0.023802588|-0.060086321|-0.065530525|-0.99761015|-0.99488199|-0.99700593|-0.16005245|-0.27495079|-0.2540969|-0.99483119|-0.9977706|-0.99713342|-0.23036758|-0.10562099|-0.11941958|-0.99780016|-0.9988351|-0.99664855|-0.99825523|-0.99462424|-0.99448164|-0.99935452|-0.99764527|-0.99502797|-0.99735281|-0.9952321|-0.9971815|-0.99835337|-0.99607054|-0.99579969|-0.99509577|-0.99759868|-0.99656577|-0.99526079|-0.9978338|-0.99758183
20|"STANDING"|0.18895351|-0.093564806|-0.18526714|-0.998162|-0.98544739|-0.98963851|0.79817485|-0.52122725|-0.12724808|-0.9990972|-0.99650529|-0.99740376|0.050725403|-0.143635|-0.15723757|-0.99685385|-0.99152565|-0.99541213|-0.14327936|-0.22977018|-0.24173817|-0.99054289|-0.99203231|-0.99591085|-0.2039218|-0.16045892|-0.13258827|-0.9946253|-0.99672502|-0.99801108|-0.99771957|-0.9845937|-0.98930157|-0.99878752|-0.98573157|-0.99089471|-0.99707313|-0.98989988|-0.99366605|-0.99712176|-0.99467211|-0.99586057|-0.98903162|-0.9935956|-0.99628666|-0.99095049|-0.99107491|-0.99602017
21|"STANDING"|0.11123126|-0.1160069|-0.2339708|-0.99746102|-0.99422657|-0.99436719|0.82475965|-0.41506113|-0.25003179|-0.99925463|-0.9995783|-0.99853943|0.022466877|-0.16805943|-0.24505781|-0.99687869|-0.99250627|-0.9995255|-0.062137689|-0.15604576|-0.19899825|-0.99794926|-0.99710949|-0.99844486|-0.23730249|-0.19248128|-0.11814358|-0.99778382|-0.99819172|-0.99827414|-0.99727472|-0.99235244|-0.99655384|-0.99833469|-0.99462238|-0.99398643|-0.99725011|-0.99264826|-0.99822362|-0.99787054|-0.99338309|-0.99966175|-0.99712266|-0.99702767|-0.99802857|-0.9981974|-0.9971054|-0.99874228
22|"STANDING"|0.25231208|-0.043368537|-0.15686667|-0.99824153|-0.99538301|-0.99218475|0.92241941|-0.30234335|-0.063146285|-0.99981396|-0.99638474|-0.99484882|0.040777356|-0.063657446|-0.12648746|-0.99820201|-0.99394863|-0.99510305|-0.15264169|-0.18437928|-0.13352196|-0.99333372|-0.99694183|-0.99609719|-0.17213433|-0.14145432|-0.084483514|-0.99472768|-0.99858743|-0.99714065|-0.99789859|-0.99376398|-0.99173313|-0.99877439|-0.99554351|-0.99245357|-0.997853|-0.99390538|-0.99419416|-0.99885563|-0.99443283|-0.99607438|-0.9923515|-0.99709149|-0.99475764|-0.9935727|-0.99677643|-0.99701404
23|"STANDING"|0.23762856|-0.041827804|-0.24536451|-0.99807622|-0.99154326|-0.98718269|0.83852239|-0.18272118|-0.41406551|-0.99946403|-0.99911322|-0.99781703|0.012670999|-0.070254718|-0.23412195|-0.99641575|-0.98898941|-0.99066783|-0.18473604|-0.19255641|-0.018363744|-0.99078996|-0.99112722|-0.99683727|-0.23058482|-0.12122674|-0.10156965|-0.99218656|-0.99166311|-0.99584648|-0.99735416|-0.98912754|-0.98575421|-0.99845685|-0.992576|-0.98874387|-0.99677818|-0.9882822|-0.98834056|-0.99665065|-0.99145844|-0.99249344|-0.989021|-0.98998707|-0.99597504|-0.99177013|-0.99191446|-0.99745506
24|"STANDING"|0.26725016|-0.048332968|-0.24861084|-0.99776673|-0.98578853|-0.99069449|0.9137649|-0.21098065|-0.18326121|-0.99969671|-0.9966037|-0.99624747|0.046445179|-0.055933407|-0.11344757|-0.99489463|-0.98809414|-0.99481945|-0.088706128|-0.12294444|-0.13355532|-0.99268131|-0.99513494|-0.99071772|-0.18142623|-0.081747387|-0.091904012|-0.99520098|-0.99562697|-0.9959666|-0.99647741|-0.98397691|-0.99191025|-0.99862518|-0.98727841|-0.98970777|-0.99519845|-0.98893461|-0.99415681|-0.99587985|-0.99211815|-0.99542403|-0.99080137|-0.99435218|-0.99202814|-0.9932147|-0.99566566|-0.99242765
25|"STANDING"|0.22427255|-0.034468681|-0.20766515|-0.9985115|-0.98949747|-0.99649904|0.8853063|-0.18892976|0.037168836|-0.99969653|-0.99895978|-0.9985475|0.055851475|-0.099849451|-0.40800766|-0.99692571|-0.99298743|-0.99724132|-0.061689309|-0.15401245|-0.083046128|-0.99565322|-0.996054|-0.99374818|-0.17569485|-0.10259143|-0.13890786|-0.99594678|-0.99766733|-0.99671022|-0.99792295|-0.98965557|-0.99602166|-0.99882161|-0.99082622|-0.99745777|-0.99758165|-0.99288816|-0.99670101|-0.99698511|-0.9948736|-0.99671287|-0.99423272|-0.99594474|-0.99344817|-0.9960647|-0.9960723|-0.99431925
26|"STANDING"|0.26884023|-0.060845959|-0.17070247|-0.99949203|-0.99282798|-0.99563308|0.91951395|-0.22714211|0.030522643|-0.99982384|-0.99811062|-0.9987809|0.058317733|-0.13543498|-0.13967974|-0.9991647|-0.99307245|-0.99680722|-0.061287414|-0.25841579|-0.20909111|-0.99664409|-0.99746006|-0.99662542|-0.18401598|-0.067017008|-0.12746833|-0.99573065|-0.99773594|-0.99711917|-0.99929828|-0.99121561|-0.99445702|-0.99981842|-0.99313039|-0.99596555|-0.99907699|-0.99269057|-0.99584992|-0.9993586|-0.99410814|-0.99701779|-0.99492204|-0.99720705|-0.9956025|-0.99721888|-0.99764164|-0.99734065
27|"STANDING"|0.27062336|-0.065376664|-0.20728582|-0.99864341|-0.99561684|-0.99613176|0.93904361|-0.21268215|-0.043655181|-0.99992528|-0.99911354|-0.99612325|0.036131381|-0.10374291|-0.13087909|-0.9981353|-0.99394919|-0.99707723|-0.065979408|-0.10421353|-0.22850717|-0.99701341|-0.99599842|-0.99762376|-0.12957322|-0.077985959|-0.070323772|-0.99776849|-0.99767144|-0.99782966|-0.99817993|-0.9933831|-0.99436587|-0.99890644|-0.99641286|-0.99735487|-0.99785532|-0.99333197|-0.99556243|-0.99869134|-0.99691424|-0.99826497|-0.99626365|-0.99609917|-0.99658422|-0.99731298|-0.99634696|-0.99830515
28|"STANDING"|0.24453075|-0.10690825|-0.19396931|-0.99767582|-0.98282988|-0.98814425|0.93949091|-0.26941737|-0.10110605|-0.99900378|-0.99791835|-0.99678651|0.046432141|-0.19371771|-0.13435314|-0.99658213|-0.99044724|-0.99454224|-0.094465684|-0.24885771|0.023425568|-0.98982875|-0.99280447|-0.99359285|-0.24078305|-0.15070212|-0.12327781|-0.99088912|-0.99741653|-0.99567977|-0.9970175|-0.98576097|-0.98787303|-0.99813002|-0.9854977|-0.98836974|-0.99646646|-0.99080176|-0.99224453|-0.99751929|-0.99183909|-0.99570248|-0.98776308|-0.99373286|-0.99328609|-0.990412|-0.99218964|-0.99417995
29|"STANDING"|0.26993152|-0.058368628|-0.16682517|-0.99969892|-0.99451327|-0.99726851|0.96562329|-0.13019384|-0.010264931|-0.99982229|-0.99901444|-0.9991943|0.054610464|-0.05787103|-0.036439801|-0.99856654|-0.9951033|-0.99739256|-0.041527281|-0.12088425|0.014490405|-0.99582405|-0.99830895|-0.99785457|-0.1367485|-0.051447582|-0.080609692|-0.99553161|-0.99871757|-0.99864769|-0.99960299|-0.99255243|-0.99721551|-0.99974641|-0.99495279|-0.99756264|-0.99923123|-0.99493195|-0.99524316|-0.99866391|-0.996145|-0.99851236|-0.99395713|-0.9982612|-0.99763893|-0.99642129|-0.99827897|-0.99808138
30|"STANDING"|0.26963572|-0.079616037|-0.26885832|-0.99839483|-0.98505512|-0.99638617|0.95912612|-0.2016321|-0.078805769|-0.99988679|-0.99723005|-0.997868|0.013516859|-0.07359569|-0.12671767|-0.99733876|-0.99353681|-0.99796953|-0.083318996|-0.14379736|-0.06921352|-0.99354047|-0.99534046|-0.99258746|-0.19515442|-0.13469799|-0.1376428|-0.99769363|-0.99834097|-0.9984875|-0.99796151|-0.98719048|-0.99569554|-0.99859571|-0.98377491|-0.99643158|-0.99750863|-0.99316854|-0.99775777|-0.99811087|-0.99491392|-0.99659881|-0.99326136|-0.99606481|-0.99251532|-0.99356528|-0.995069|-0.99319042
1|"WALKING"|0.15618659|-0.064550029|-0.25543912|-0.44418133|-0.13715339|-0.37491204|0.8936393|-0.34974781|-0.1543938|-0.99330372|-0.993833|-0.97855914|-0.34971628|-0.81247415|-0.45913331|-0.32914155|-0.17046131|-0.61827201|-0.63128487|-0.30915291|-0.11722652|-0.58435555|-0.19391406|-0.48833611|-0.56239894|-0.51820925|-0.47304526|-0.35862626|-0.49804596|-0.54948827|-0.45343632|-0.16950503|-0.43945421|-0.49007925|-0.19956719|-0.39986702|-0.38067403|-0.27930657|-0.59985513|-0.37123473|-0.12642226|-0.69843617|-0.48435316|-0.27825445|-0.42426181|-0.6213864|-0.15970917|-0.5653109
2|"WALKING"|0.1844141|-0.086163379|-0.1595219|-0.53137083|-0.2075538|-0.5497369|0.89122633|-0.36393656|0.013877152|-0.99312039|-0.99129869|-0.98968003|-0.29607683|-0.59322594|-0.33370735|-0.46389809|-0.30545587|-0.68663919|-0.39232144|-0.18024732|-0.032219384|-0.64040169|-0.62258812|-0.5882645|-0.35320742|-0.24058103|-0.37804156|-0.57353951|-0.77160684|-0.6185257|-0.48773901|-0.16502753|-0.57906119|-0.57683623|-0.29800695|-0.56847999|-0.46192794|-0.3084642|-0.65453698|-0.51531233|-0.35223605|-0.71706993|-0.56469652|-0.64387085|-0.53416274|-0.67922232|-0.62944392|-0.66238412
3|"WALKING"|0.18181686|-0.05490863|-0.18126558|-0.63980361|-0.25830983|-0.48529921|0.9204733|-0.28701156|-0.18065237|-0.99272625|-0.9893439|-0.98552333|-0.43824113|-0.76895132|-0.63740809|-0.63272027|-0.40956639|-0.6635388|-0.21906073|-0.27091647|-0.1523036|-0.6440737|-0.74019888|-0.6281729|-0.32262718|-0.34203475|-0.36573409|-0.61403974|-0.79511844|-0.69679338|-0.579094|-0.29591382|-0.56226933|-0.66665|-0.31785096|-0.50381249|-0.64767019|-0.46667258|-0.68158269|-0.65046645|-0.38814366|-0.67749329|-0.55656875|-0.71009139|-0.55980311|-0.68951962|-0.76298612|-0.68751424
4|"WALKING"|0.20046704|-0.057349042|-0.19595794|-0.52777609|-0.30467893|-0.67408286|0.95530615|-0.13681314|0.1001267|-0.99484005|-0.9918534|-0.99221253|-0.26540944|-0.49410643|-0.28130015|-0.41848379|-0.4952134|-0.8282645|-0.717952|-0.16867958|-0.061704028|-0.67808841|-0.71716893|-0.75083916|-0.5214809|-0.2334735|-0.31037356|-0.6508779|-0.84122538|-0.73401702|-0.54223282|-0.35012129|-0.69986168|-0.56785624|-0.33635976|-0.69215675|-0.50520051|-0.53021132|-0.80838503|-0.48484605|-0.48998489|-0.85003959|-0.59649087|-0.74251605|-0.71318252|-0.70395186|-0.7147714|-0.79166839
5|"WALKING"|0.18082048|-0.127407|-0.14893085|-0.5670693|-0.14642644|-0.56253556|0.96051182|-0.16515966|-0.041520198|-0.99330873|-0.99218024|-0.98964698|-0.45352041|-0.52940521|-0.29999968|-0.63767671|-0.25617697|-0.79608874|-0.46493687|-0.18051744|-0.11745993|-0.64977055|-0.63781649|-0.43824906|-0.4386524|-0.31629607|-0.30772843|-0.48406354|-0.73568392|-0.31056544|-0.59733861|-0.195152|-0.64158583|-0.55616259|-0.17489596|-0.56380188|-0.65478771|-0.31150121|-0.76939597|-0.65165537|-0.28960325|-0.82186114|-0.52731262|-0.66756866|-0.35333682|-0.6966999|-0.62778546|-0.52366048
6|"WALKING"|0.17194263|-0.096444568|-0.16878845|-0.46165828|-0.029147922|-0.64270148|0.94036138|-0.2588491|0.009915559|-0.9949912|-0.99099916|-0.98792611|-0.53671591|-0.73912832|-0.44221032|-0.3521489|-0.23344289|-0.81440792|-0.3887868|-0.28226963|-0.050427189|-0.61891438|-0.5880451|-0.60243419|-0.61838868|-0.4777921|-0.67851199|-0.47911847|-0.73863559|-0.57138269|-0.42090684|-0.16001446|-0.69131303|-0.49007865|-0.062440589|-0.66067554|-0.35360762|-0.33560473|-0.79996474|-0.41508062|-0.22532818|-0.82687359|-0.51857807|-0.61679087|-0.5350595|-0.65493014|-0.57405094|-0.66352376
7|"WALKING"|0.16803166|-0.067271336|-0.18761596|-0.65437591|-0.57937091|-0.20037814|0.8901754|-0.19538561|-0.34904464|-0.99251324|-0.9926|-0.9902499|-0.26575885|-0.52089148|-0.75826092|-0.65923165|-0.63441484|-0.59680745|-0.12585894|-0.20007663|-0.4134426|-0.71509176|-0.69231822|-0.59914496|-0.39598361|-0.43493738|-0.39938062|-0.6768797|-0.70150466|-0.74896548|-0.60101748|-0.5621951|-0.38682088|-0.6777369|-0.614949|-0.16848793|-0.67592818|-0.65095456|-0.56345593|-0.67167483|-0.64064739|-0.62785449|-0.63385063|-0.65633482|-0.60093941|-0.75608598|-0.71893631|-0.63505338
8|"WALKING"|0.18340929|-0.089967765|-0.16609848|-0.39504727|0.14898466|-0.47919532|0.86717726|-0.30948292|-0.36185455|-0.99036925|-0.98803241|-0.98867504|-0.39486746|-0.68229585|-0.43663879|-0.42198706|-0.094775148|-0.66287134|-0.1349366|-0.28065779|-0.50548533|-0.42449244|-0.33995955|-0.39999362|-0.65338326|-0.46171806|-0.72724433|-0.46354607|-0.58716068|-0.55695419|-0.36018511|0.10075802|-0.53431747|-0.40926368|0.10024653|-0.50870895|-0.43059155|-0.15577735|-0.64195889|-0.46508256|-0.087426997|-0.72614579|-0.37345437|-0.39289264|-0.39834893|-0.47120189|-0.32029756|-0.46292117
9|"WALKING"|0.18843063|-0.077237772|-0.17047417|-0.48053551|-0.41108025|-0.19834728|0.91192293|-0.10011941|-0.2547441|-0.99494894|-0.99104517|-0.99039502|-0.37940672|-0.37156206|-0.46083615|-0.49742913|-0.49296365|-0.53988766|-0.64338383|-0.21490682|-0.022236776|-0.67993011|-0.6805135|-0.45699881|-0.37902296|-0.48313739|-0.59528085|-0.69828774|-0.74600215|-0.6158674|-0.47169066|-0.44069137|-0.42342365|-0.48394667|-0.43236315|-0.21598217|-0.546958|-0.53863324|-0.55414121|-0.49067867|-0.4762705|-0.56703775|-0.57991528|-0.65978851|-0.51443514|-0.71174647|-0.69625479|-0.48936793
10|"WALKING"|0.14171884|-0.058485872|-0.17819942|-0.34785336|-0.34287152|-0.48493486|0.9477605|-0.2257437|0.022667399|-0.99235941|-0.99389625|-0.98425164|-0.3169969|-0.74175325|-0.41699152|-0.30881661|-0.33650119|-0.64130839|-0.11284922|-0.2515216|-0.035886213|-0.55629781|-0.37405041|-0.36031973|-0.45734624|-0.33231807|-0.50167824|-0.51398192|-0.65068125|-0.52328261|-0.3202385|-0.26488634|-0.53718828|-0.37422316|-0.4306015|-0.52984236|-0.34910187|-0.33099702|-0.61304695|-0.34444104|-0.42091761|-0.69884271|-0.44128091|-0.46044397|-0.32185177|-0.60485928|-0.3469991|-0.43185777
11|"WALKING"|0.1546883|-0.048721909|-0.15592188|-0.60225235|-0.21644645|-0.59825066|0.92804263|-0.22755967|0.075830026|-0.99332771|-0.9921171|-0.98424392|-0.28839876|-0.49021706|-0.39456873|-0.61767748|-0.42405459|-0.80995685|-0.67521575|-0.30337708|-0.14148904|-0.73971198|-0.6429702|-0.51772938|-0.46016449|-0.35039468|-0.38704196|-0.64695391|-0.7958672|-0.63873887|-0.58871456|-0.32830923|-0.67409783|-0.6075831|-0.24677047|-0.60965811|-0.60978334|-0.46072143|-0.77627516|-0.66237198|-0.42173506|-0.85341272|-0.63679652|-0.68737789|-0.51441013|-0.77310991|-0.62049239|-0.58042177
12|"WALKING"|0.17768732|-0.059664993|-0.20055971|-0.29442621|-0.32979249|-0.60836416|0.95649251|-0.19023355|-0.085254237|-0.99017615|-0.98759815|-0.98796108|-0.5814959|-0.45161252|-0.48841901|-0.26227171|-0.24412786|-0.7195595|-0.72632017|-0.20026947|-0.076329107|-0.68775436|-0.60792133|-0.62784469|-0.39517261|-0.26551619|-0.4808593|-0.60050052|-0.70449396|-0.6202244|-0.25717944|-0.26741695|-0.65709859|-0.30959902|-0.40829284|-0.62671716|-0.28277816|-0.30429408|-0.71352603|-0.32103331|-0.29946096|-0.7297922|-0.5855605|-0.58922329|-0.54315494|-0.72034587|-0.62488811|-0.70193912
13|"WALKING"|0.15294903|-0.072209998|-0.22977071|-0.49912412|-0.27472635|-0.4549972|0.88231354|-0.35935295|-0.30290657|-0.99375555|-0.98969196|-0.99424868|-0.24424382|-0.53860812|-0.6236156|-0.45343107|-0.26737631|-0.62536727|-0.49355219|-0.40827005|-0.25797001|-0.64034339|-0.52159439|-0.45737563|-0.50794864|-0.65697158|-0.40485257|-0.58141892|-0.69723056|-0.58760065|-0.48272458|-0.21509365|-0.48523653|-0.51820754|-0.35478796|-0.52931091|-0.50724869|-0.3444374|-0.60571528|-0.50247029|-0.23179405|-0.64245239|-0.51257078|-0.56520861|-0.46131871|-0.68135027|-0.52224565|-0.555768
14|"WALKING"|0.18136709|-0.11461562|-0.17763773|-0.55948926|-0.16914054|-0.12190702|0.76284565|-0.29121254|-0.4741484|-0.99386838|-0.97678264|-0.96795476|-0.33581228|-0.2835549|-0.62333519|-0.66156086|-0.50964087|-0.61580017|-0.11417123|-0.25570331|-0.41364121|-0.69090445|-0.17107396|-0.31078401|-0.28951817|-0.36541775|-0.59001083|-0.68619992|-0.68223304|-0.68796477|-0.59174617|-0.34013006|-0.36464992|-0.57248868|-0.19339904|-0.073787444|-0.66928415|-0.51791525|-0.60463589|-0.68369133|-0.53481725|-0.64566842|-0.62859066|-0.39464206|-0.4389654|-0.72084791|-0.095920296|-0.33901307
15|"WALKING"|0.17469853|-0.070152071|-0.16837601|-0.51707549|-0.12197844|-0.66565862|0.93798299|-0.26312407|0.042018075|-0.99433319|-0.99159448|-0.98499114|-0.32639527|-0.57336238|-0.34682086|-0.57320889|-0.29857294|-0.76440968|-0.59555141|-0.22026981|-0.059875676|-0.45203814|-0.64658045|-0.67699933|-0.52457924|-0.37907022|-0.48677497|-0.46718483|-0.8149453|-0.67216664|-0.54835332|-0.22078722|-0.67611749|-0.50513063|-0.16202079|-0.69223119|-0.58114426|-0.35175982|-0.73438565|-0.61482814|-0.28636466|-0.79757002|-0.44790783|-0.70370321|-0.61065365|-0.46056127|-0.64108339|-0.75806504
16|"WALKING"|0.19788464|-0.054898386|-0.18414523|-0.58801829|-0.44083209|-0.38713017|0.89001902|-0.2257105|-0.29075729|-0.99403387|-0.99089403|-0.99158159|-0.25301129|-0.34221366|-0.56649571|-0.56185054|-0.5915798|-0.66934019|-0.15843778|-0.1833598|-0.14011058|-0.75665927|-0.76293766|-0.54276092|-0.40212903|-0.30473867|-0.32748495|-0.75725315|-0.82271628|-0.74025515|-0.60749612|-0.46835459|-0.51009596|-0.58043388|-0.48599498|-0.40505442|-0.60877958|-0.59083987|-0.62934878|-0.56655433|-0.62226154|-0.70832908|-0.69314844|-0.76294509|-0.61337399|-0.781216|-0.76453618|-0.56349047
17|"WALKING"|0.18449832|-0.053617043|-0.2076066|-0.48839243|-0.12362549|-0.39464168|0.90866328|-0.30533713|-0.25459076|-0.99275475|-0.98698439|-0.98466433|-0.35209108|-0.54089129|-0.53203791|-0.53425028|-0.26901788|-0.65960701|-0.096125973|-0.35974808|-0.28217955|-0.61411727|-0.59829122|-0.51063149|-0.456086|-0.2236762|-0.45578021|-0.59465528|-0.7714553|-0.6340674|-0.53939672|-0.2054685|-0.51180575|-0.48526204|-0.16444619|-0.40541727|-0.59083518|-0.33482598|-0.64780028|-0.53512982|-0.29297351|-0.67921404|-0.58996095|-0.67028494|-0.52782448|-0.65573087|-0.6010637|-0.54972396
18|"WALKING"|0.17696686|-0.04819869|-0.16776014|-0.50356532|-0.36515265|-0.60276115|0.89539575|-0.27308674|-0.2470913|-0.99326984|-0.99438919|-0.98561722|-0.26906605|-0.4414807|-0.33388461|-0.5501877|-0.48688288|-0.77304262|-0.3148691|-0.20834756|0.0054941539|-0.79735183|-0.58789665|-0.63542393|-0.32258103|-0.21602213|-0.30457436|-0.71096215|-0.8063221|-0.73486718|-0.48795317|-0.36090177|-0.66437515|-0.5189096|-0.40719573|-0.60739222|-0.55788428|-0.51696137|-0.74771312|-0.58257213|-0.50113455|-0.80659899|-0.73318649|-0.6749559|-0.62136967|-0.81775548|-0.57477365|-0.67553353
19|"WALKING"|0.18690031|-0.086655152|-0.26474542|-0.29995673|-0.089029722|-0.46141353|0.90121396|-0.2764861|-0.19880389|-0.99183722|-0.98692771|-0.98728063|-0.54125931|-0.64595993|-0.65433823|-0.19574749|-0.17467994|-0.54655747|-0.57825277|-0.3520123|-0.1096283|-0.30832155|-0.40324281|-0.35024044|-0.96897595|-0.37512544|-0.74947975|-0.18567323|-0.61811479|-0.52051805|-0.25876757|-0.09817801|-0.45597927|-0.32300056|-0.14159383|-0.51107567|-0.21830408|-0.19110519|-0.55753683|-0.24373409|-0.21756629|-0.61178802|-0.094335054|-0.41042883|-0.25687025|-0.37765884|-0.43881859|-0.44327915
20|"WALKING"|0.18471141|-0.071840684|-0.21037707|-0.39045822|0.11503358|-0.42137258|0.87542325|-0.38995421|-0.14926724|-0.99232172|-0.99122867|-0.98887168|-0.28244999|-0.94871415|-0.50884268|-0.31404041|-0.15978508|-0.5581664|-0.53293282|-0.52939075|-0.067623143|-0.38834878|-0.21908353|-0.37473511|-0.6293028|-0.77591766|-0.49003658|-0.4599363|-0.33337936|-0.50400785|-0.31219877|0.023414611|-0.50258274|-0.42414603|0.091118296|-0.42624039|-0.34361747|-0.23315993|-0.53956065|-0.34365044|-0.13474327|-0.57417043|-0.30658358|-0.2133651|-0.30237442|-0.47570635|-0.23853213|-0.48952734
